PeakID (cmd=annotatePeaks.pl /jet/home/bpaliwal/LiverOCRAnalysis/LiverOCRAnalysis/results/classification_results/raw_results/mouse_mapped_from_human_promoters.bed /ocean/projects/bio230007p/ikaplow/MouseGenomeInfo/mm10.fa -gtf /ocean/projects/bio230007p/bpaliwal/MouseGenomeInfo/gencode.vM10.annotation.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr13-28	chr13	16706034	16706795	+	16708123	NA	Intergenic	Intergenic	153058	ENSMUST00000157247.1	ENSMUSG00000087872	ENSMUST00000157247			Gm26098			
chr1-13	chr1	16688268	16689185	+	16688783	NA	intron (ENSMUST00000191260.1, intron 2 of 2)	-intron (ENSMUST00000026881.10, intron 1 of 4)	218	ENSMUST00000190366.1	ENSMUSG00000025779	ENSMUST00000026881			Ly96			
chr16-36	chr16	16572613	16573092	+	16570879	NA	intron (ENSMUST00000159542.7, intron 1 of 8)	-intron (ENSMUST00000159542.7, intron 1 of 8)	-12633	ENSMUST00000161861.7	ENSMUSG00000022788	ENSMUST00000162671			Fgd4			
chr16-35	chr16	16571371	16571708	+	16570879	NA	intron (ENSMUST00000159542.7, intron 1 of 8)	-intron (ENSMUST00000159542.7, intron 1 of 8)	-11320	ENSMUST00000161861.7	ENSMUSG00000022788	ENSMUST00000162671			Fgd4			
chr14-20	chr14	16569137	16569436	+	16570771	NA	intron (ENSMUST00000063750.6, intron 1 of 7)	-intron (ENSMUST00000063750.6, intron 1 of 7)	6186	ENSMUST00000063750.6	ENSMUSG00000017491	ENSMUST00000063750			Rarb			
chr14-19	chr14	16568785	16568906	+	16570771	NA	intron (ENSMUST00000063750.6, intron 1 of 7)	-intron (ENSMUST00000063750.6, intron 1 of 7)	6627	ENSMUST00000063750.6	ENSMUSG00000017491	ENSMUST00000063750			Rarb			
chr6-66	chr6	16552220	16553624	+	16550385	NA	intron (ENSMUST00000204284.1, intron 1 of 2)	-intron (ENSMUST00000204284.1, intron 1 of 2)	2535	ENSMUST00000204284.1	ENSMUSG00000108025	ENSMUST00000204284			Gm43998			
chr6-64	chr6	16552220	16553624	+	16550385	NA	intron (ENSMUST00000204284.1, intron 1 of 2)	-intron (ENSMUST00000204284.1, intron 1 of 2)	2535	ENSMUST00000204284.1	ENSMUSG00000108025	ENSMUST00000204284			Gm43998			
chr6-67	chr6	16552220	16553624	+	16550385	NA	intron (ENSMUST00000204284.1, intron 1 of 2)	-intron (ENSMUST00000204284.1, intron 1 of 2)	2535	ENSMUST00000204284.1	ENSMUSG00000108025	ENSMUST00000204284			Gm43998			
chr6-65	chr6	16552220	16553624	+	16550385	NA	intron (ENSMUST00000204284.1, intron 1 of 2)	-intron (ENSMUST00000204284.1, intron 1 of 2)	2535	ENSMUST00000204284.1	ENSMUSG00000108025	ENSMUST00000204284			Gm43998			
chr16-34	chr16	16527127	16527713	+	16525477	NA	promoter-TSS (ENSMUST00000069284.13)	-promoter-TSS (ENSMUST00000069284.13)	-9	ENSMUST00000162542.7	ENSMUSG00000022788	ENSMUST00000162671			Fgd4			
chr7-61	chr7	16452672	16453730	+	16453040	NA	intron (ENSMUST00000019302.9, intron 1 of 2)	-intron (ENSMUST00000019302.9, intron 1 of 2)	238	ENSMUST00000209536.1	ENSMUSG00000019158	ENSMUST00000019302			Tmem160			
chr7-62	chr7	16452672	16453730	+	16453040	NA	intron (ENSMUST00000019302.9, intron 1 of 2)	-intron (ENSMUST00000019302.9, intron 1 of 2)	238	ENSMUST00000209536.1	ENSMUSG00000019158	ENSMUST00000019302			Tmem160			
chr7-60	chr7	16452672	16453730	+	16453040	NA	intron (ENSMUST00000019302.9, intron 1 of 2)	-intron (ENSMUST00000019302.9, intron 1 of 2)	238	ENSMUST00000209536.1	ENSMUSG00000019158	ENSMUST00000019302			Tmem160			
chr7-59	chr7	16426270	16426403	+	16427741	NA	intron (ENSMUST00000209289.1, intron 11 of 13)	-intron (ENSMUST00000098789.4, intron 10 of 13)	-9715	ENSMUST00000210059.1	ENSMUSG00000109647	ENSMUST00000210059			RP23-321G17.8			
chr19-164	chr19	16411379	16411674	+	16413125	NA	Intergenic	Intergenic	-24141	ENSMUST00000025602.2	ENSMUSG00000024697	ENSMUST00000025602			Gna14			
chr2-43	chr2	16359372	16359656	+	16361114	NA	intron (ENSMUST00000114703.9, intron 1 of 12)	-intron (ENSMUST00000028081.12, intron 1 of 13)	2397	ENSMUST00000114702.1	ENSMUSG00000026748	ENSMUST00000114702			Plxdc2			
chr16-33	chr16	16358570	16359532	+	16360186	NA	promoter-TSS (ENSMUST00000023477.13)	-promoter-TSS (ENSMUST00000023477.13)	-21	ENSMUST00000115749.1	ENSMUSG00000022789	ENSMUST00000096229			Dnm1l			
chr14-18	chr14	16249086	16249585	+	16250480	NA	promoter-TSS (ENSMUST00000022310.6)	-promoter-TSS (ENSMUST00000022310.6)	8	ENSMUST00000153109.1	ENSMUSG00000021785	ENSMUST00000153109			Ngly1			
chr13-27	chr13	16221676	16222255	+	16220225	NA	Intergenic	Intergenic	-180813	ENSMUST00000082988.2	ENSMUSG00000095584	ENSMUST00000082988			Gm22628			
chr1-12	chr1	16174115	16174589	+	16175997	NA	Intergenic	Intergenic	36165	ENSMUST00000192560.1	ENSMUSG00000104165	ENSMUST00000192560			Gm38249			
chr4-68	chr4	16162875	16164482	+	16164063	NA	promoter-TSS (ENSMUST00000037035.11)	-promoter-TSS (ENSMUST00000037035.11)	-31	ENSMUST00000037035.11	ENSMUSG00000041135	ENSMUST00000183871			Ripk2			
chr4-67	chr4	16162106	16162497	+	16164063	NA	intron (ENSMUST00000183871.1, intron 1 of 11)	-intron (ENSMUST00000037035.11, intron 1 of 10)	1342	ENSMUST00000183871.1	ENSMUSG00000041135	ENSMUST00000183871			Ripk2			
chr19-163	chr19	16140555	16141127	+	16141675	NA	intron (ENSMUST00000170229.1, intron 1 of 2)	-intron (ENSMUST00000025541.5, intron 1 of 6)	7545	ENSMUST00000170229.1	ENSMUSG00000024639	ENSMUST00000167656			Gnaq			
chr7-58	chr7	16052804	16053165	+	16054158	NA	Intergenic	Intergenic	-5063	ENSMUST00000210781.1	ENSMUSG00000070808	ENSMUST00000209251			Gltscr1			
chr13-26	chr13	15985835	15986549	+	15988132	NA	Intergenic	Intergenic	-25659	ENSMUST00000042603.12	ENSMUSG00000041324	ENSMUST00000042603			Inhba			
chr4-66	chr4	15957805	15959352	+	15957924	NA	intron (ENSMUST00000149069.1, intron 1 of 10)	-intron (ENSMUST00000029879.14, intron 1 of 15)	611	ENSMUST00000149069.1	ENSMUSG00000028224	ENSMUST00000149069			Nbn			
chr17-34	chr17	15787068	15787341	+	15786425	NA	Intergenic	Intergenic	30439	ENSMUST00000173040.1	ENSMUSG00000023852	ENSMUST00000173159			Chd1			
chr6-58	chr6	15720001	15721790	+	15720659	NA	promoter-TSS (ENSMUST00000120512.7)	-promoter-TSS (ENSMUST00000120512.7)	174	ENSMUST00000125326.7	ENSMUSG00000041390	ENSMUST00000190255			Mdfic			
chr6-59	chr6	15720001	15721790	+	15720659	NA	promoter-TSS (ENSMUST00000120512.7)	-promoter-TSS (ENSMUST00000120512.7)	174	ENSMUST00000125326.7	ENSMUSG00000041390	ENSMUST00000190255			Mdfic			
chr6-61	chr6	15720001	15721790	+	15720659	NA	promoter-TSS (ENSMUST00000120512.7)	-promoter-TSS (ENSMUST00000120512.7)	174	ENSMUST00000125326.7	ENSMUSG00000041390	ENSMUST00000190255			Mdfic			
chr6-62	chr6	15720001	15721790	+	15720659	NA	promoter-TSS (ENSMUST00000120512.7)	-promoter-TSS (ENSMUST00000120512.7)	174	ENSMUST00000125326.7	ENSMUSG00000041390	ENSMUST00000190255			Mdfic			
chr6-63	chr6	15720001	15721790	+	15720659	NA	promoter-TSS (ENSMUST00000120512.7)	-promoter-TSS (ENSMUST00000120512.7)	174	ENSMUST00000125326.7	ENSMUSG00000041390	ENSMUST00000190255			Mdfic			
chr6-60	chr6	15720001	15721790	+	15720659	NA	promoter-TSS (ENSMUST00000120512.7)	-promoter-TSS (ENSMUST00000120512.7)	174	ENSMUST00000125326.7	ENSMUSG00000041390	ENSMUST00000190255			Mdfic			
chr12-42	chr12	15657678	15658167	+	15656324	NA	Intergenic	Intergenic	-70175	ENSMUST00000182234.1	ENSMUSG00000098158	ENSMUST00000182234			Gm4804			
chr9-47	chr9	15530417	15530923	+	15531152	NA	intron (ENSMUST00000178999.1, intron 2 of 2)	-intron (ENSMUST00000045620.9, intron 2 of 2)	9824	ENSMUST00000178999.1	ENSMUSG00000058173	ENSMUST00000045620			Smco4			
chr18-93	chr18	15522312	15522539	+	15522552	NA	intron (ENSMUST00000130553.1, intron 3 of 5)	-intron (ENSMUST00000053017.12, intron 2 of 3)	-118741	ENSMUST00000079081.6	ENSMUSG00000024411	ENSMUST00000079081			Aqp4			
chr18-92	chr18	15455214	15455948	+	15455422	NA	intron (ENSMUST00000130553.1, intron 5 of 5)	-intron (ENSMUST00000053017.12, intron 3 of 3)	-51897	ENSMUST00000079081.6	ENSMUSG00000024411	ENSMUST00000079081			Aqp4			
chr18-91	chr18	15455214	15455948	+	15455422	NA	intron (ENSMUST00000130553.1, intron 5 of 5)	-intron (ENSMUST00000053017.12, intron 3 of 3)	-51897	ENSMUST00000079081.6	ENSMUSG00000024411	ENSMUST00000079081			Aqp4			
chr9-46	chr9	15403791	15404103	+	15404727	NA	Intergenic	Intergenic	-46159	ENSMUST00000161132.7	ENSMUSG00000046111	ENSMUST00000159156			Cep295			
chr4-63	chr4	15265354	15266895	+	15265830	NA	exon (ENSMUST00000062684.8, exon 1 of 3)	-exon (ENSMUST00000062684.8, exon 1 of 3)	293	ENSMUST00000062684.8	ENSMUSG00000043252	ENSMUST00000062684			Tmem64			
chr4-65	chr4	15265354	15266895	+	15265830	NA	exon (ENSMUST00000062684.8, exon 1 of 3)	-exon (ENSMUST00000062684.8, exon 1 of 3)	293	ENSMUST00000062684.8	ENSMUSG00000043252	ENSMUST00000062684			Tmem64			
chr4-64	chr4	15265354	15266895	+	15265830	NA	exon (ENSMUST00000062684.8, exon 1 of 3)	-exon (ENSMUST00000062684.8, exon 1 of 3)	293	ENSMUST00000062684.8	ENSMUSG00000043252	ENSMUST00000062684			Tmem64			
chr17-33	chr17	15214817	15215675	+	15216048	NA	Intergenic	Intergenic	25537	ENSMUST00000181658.1	ENSMUSG00000097624	ENSMUST00000181658			Gm5091			
chr2-41	chr2	15054617	15055940	+	15054205	NA	promoter-TSS (ENSMUST00000069870.9)	-promoter-TSS (ENSMUST00000069870.9)	-9	ENSMUST00000128682.7	ENSMUSG00000017418	ENSMUST00000193836			Arl5b			
chr2-42	chr2	15054617	15055940	+	15054205	NA	promoter-TSS (ENSMUST00000069870.9)	-promoter-TSS (ENSMUST00000069870.9)	-9	ENSMUST00000128682.7	ENSMUSG00000017418	ENSMUST00000193836			Arl5b			
chr2-40	chr2	15036499	15037005	+	15036611	NA	exon (ENSMUST00000114713.1, exon 4 of 4)	-exon (ENSMUST00000114713.1, exon 4 of 4)	-2576	ENSMUST00000195431.1	ENSMUSG00000103778	ENSMUST00000195431			Gm36930			
chr8-42	chr8	15010404	15011891	+	15011065	NA	promoter-TSS (ENSMUST00000184598.1)	-promoter-TSS (ENSMUST00000184598.1)	122	ENSMUST00000069399.6	ENSMUSG00000055675	ENSMUST00000183471			Kbtbd11			
chr14-17	chr14	14985328	14985597	+	14986010	NA	intron (ENSMUST00000136826.2, intron 9 of 13)	-intron (ENSMUST00000112630.8, intron 30 of 34)	54887	ENSMUST00000136826.2	ENSMUSG00000042567	ENSMUST00000112631			Nek10			
chr18-89	chr18	14965533	14966444	+	14963724	NA	Intergenic	Intergenic	-45258	ENSMUST00000096579.5	ENSMUSG00000071867	ENSMUST00000096579			Gm6304			
chr18-90	chr18	14965533	14966444	+	14963724	NA	Intergenic	Intergenic	-45258	ENSMUST00000096579.5	ENSMUSG00000071867	ENSMUST00000096579			Gm6304			
chr18-88	chr18	14915799	14916257	+	14916301	NA	Intergenic	Intergenic	-95218	ENSMUST00000096579.5	ENSMUSG00000071867	ENSMUST00000096579			Gm6304			
chr18-87	chr18	14915799	14916257	+	14916301	NA	Intergenic	Intergenic	-95218	ENSMUST00000096579.5	ENSMUSG00000071867	ENSMUST00000096579			Gm6304			
chr6-53	chr6	14900509	14901611	+	14901347	NA	promoter-TSS (ENSMUST00000115477.7)	-promoter-TSS (ENSMUST00000115477.7)	-289	ENSMUST00000115477.7	ENSMUSG00000029563	ENSMUST00000031545			Foxp2			
chr6-55	chr6	14900509	14901611	+	14901347	NA	promoter-TSS (ENSMUST00000115477.7)	-promoter-TSS (ENSMUST00000115477.7)	-289	ENSMUST00000115477.7	ENSMUSG00000029563	ENSMUST00000031545			Foxp2			
chr6-57	chr6	14902181	14902586	+	14901347	NA	intron (ENSMUST00000128567.7, intron 1 of 3)	-intron (ENSMUST00000115477.7, intron 1 of 18)	905	ENSMUST00000138273.7	ENSMUSG00000029563	ENSMUST00000031545			Foxp2			
chr6-54	chr6	14900509	14901611	+	14901347	NA	promoter-TSS (ENSMUST00000115477.7)	-promoter-TSS (ENSMUST00000115477.7)	-289	ENSMUST00000115477.7	ENSMUSG00000029563	ENSMUST00000031545			Foxp2			
chr6-56	chr6	14902181	14902586	+	14901347	NA	intron (ENSMUST00000128567.7, intron 1 of 3)	-intron (ENSMUST00000115477.7, intron 1 of 18)	905	ENSMUST00000138273.7	ENSMUSG00000029563	ENSMUST00000031545			Foxp2			
chr14-13	chr14	14871155	14872589	+	14874180	NA	intron (ENSMUST00000134866.1, intron 2 of 10)	-intron (ENSMUST00000063220.13, intron 4 of 12)	6650	ENSMUST00000134866.1	ENSMUSG00000042567	ENSMUST00000112631			Nek10			
chr14-15	chr14	14871155	14872589	+	14874180	NA	intron (ENSMUST00000134866.1, intron 2 of 10)	-intron (ENSMUST00000063220.13, intron 4 of 12)	6650	ENSMUST00000134866.1	ENSMUSG00000042567	ENSMUST00000112631			Nek10			
chr14-16	chr14	14871155	14872589	+	14874180	NA	intron (ENSMUST00000134866.1, intron 2 of 10)	-intron (ENSMUST00000063220.13, intron 4 of 12)	6650	ENSMUST00000134866.1	ENSMUSG00000042567	ENSMUST00000112631			Nek10			
chr14-14	chr14	14871155	14872589	+	14874180	NA	intron (ENSMUST00000134866.1, intron 2 of 10)	-intron (ENSMUST00000063220.13, intron 4 of 12)	6650	ENSMUST00000134866.1	ENSMUSG00000042567	ENSMUST00000112631			Nek10			
chr4-62	chr4	14863760	14864807	+	14864075	NA	exon (ENSMUST00000029875.3, exon 1 of 7)	-exon (ENSMUST00000029875.3, exon 1 of 7)	207	ENSMUST00000029875.3	ENSMUSG00000028221	ENSMUST00000029875			Tmem55a			
chr4-60	chr4	14863760	14864807	+	14864075	NA	exon (ENSMUST00000029875.3, exon 1 of 7)	-exon (ENSMUST00000029875.3, exon 1 of 7)	207	ENSMUST00000029875.3	ENSMUSG00000028221	ENSMUST00000029875			Tmem55a			
chr4-61	chr4	14863760	14864807	+	14864075	NA	exon (ENSMUST00000029875.3, exon 1 of 7)	-exon (ENSMUST00000029875.3, exon 1 of 7)	207	ENSMUST00000029875.3	ENSMUSG00000028221	ENSMUST00000029875			Tmem55a			
chr14-12	chr14	14842542	14842917	+	14841386	NA	intron (ENSMUST00000112631.8, intron 6 of 34)	-intron (ENSMUST00000112630.8, intron 6 of 34)	-18197	ENSMUST00000063220.13	ENSMUSG00000042567	ENSMUST00000112631			Nek10			
chr14-11	chr14	14827154	14827866	+	14825800	NA	intron (ENSMUST00000112631.8, intron 3 of 34)	-intron (ENSMUST00000112630.8, intron 3 of 34)	6695	ENSMUST00000112630.8	ENSMUSG00000042567	ENSMUST00000112631			Nek10			
chr18-84	chr18	14782736	14783843	+	14780823	NA	promoter-TSS (ENSMUST00000169862.1)	-promoter-TSS (ENSMUST00000169862.1)	44	ENSMUST00000169862.1	ENSMUSG00000054321	ENSMUST00000169862			Taf4b			
chr18-86	chr18	14782736	14783843	+	14780823	NA	promoter-TSS (ENSMUST00000169862.1)	-promoter-TSS (ENSMUST00000169862.1)	44	ENSMUST00000169862.1	ENSMUSG00000054321	ENSMUST00000169862			Taf4b			
chr18-85	chr18	14782736	14783843	+	14780823	NA	promoter-TSS (ENSMUST00000169862.1)	-promoter-TSS (ENSMUST00000169862.1)	44	ENSMUST00000169862.1	ENSMUSG00000054321	ENSMUST00000169862			Taf4b			
chr9-43	chr9	14770001	14770359	+	14771505	NA	intron (ENSMUST00000191047.6, intron 1 of 3)	-intron (ENSMUST00000060330.4, intron 1 of 3)	833	ENSMUST00000188350.6	ENSMUSG00000031927	ENSMUST00000186706			1700012B09Rik			
chr9-45	chr9	14770360	14771166	+	14771505	NA	intron (ENSMUST00000191047.6, intron 1 of 3)	-intron (ENSMUST00000060330.4, intron 1 of 3)	250	ENSMUST00000188350.6	ENSMUSG00000031927	ENSMUST00000186706			1700012B09Rik			
chr9-44	chr9	14770360	14771166	+	14771505	NA	intron (ENSMUST00000191047.6, intron 1 of 3)	-intron (ENSMUST00000060330.4, intron 1 of 3)	250	ENSMUST00000188350.6	ENSMUSG00000031927	ENSMUST00000186706			1700012B09Rik			
chr2-38	chr2	14740021	14740832	+	14740356	NA	promoter-TSS (ENSMUST00000192361.1)	-promoter-TSS (ENSMUST00000192361.1)	-704	ENSMUST00000192361.1	ENSMUSG00000104106	ENSMUST00000192361			Gm10848			
chr2-39	chr2	14740021	14740832	+	14740356	NA	promoter-TSS (ENSMUST00000192361.1)	-promoter-TSS (ENSMUST00000192361.1)	-704	ENSMUST00000192361.1	ENSMUSG00000104106	ENSMUST00000192361			Gm10848			
chr2-36	chr2	14676801	14677195	+	14677065	NA	intron (ENSMUST00000156027.7, intron 2 of 4)	-intron (ENSMUST00000114723.8, intron 2 of 13)	3594	ENSMUST00000193601.1	ENSMUSG00000104034	ENSMUST00000193601			2900092N22Rik			
chr2-37	chr2	14676801	14677195	+	14677065	NA	intron (ENSMUST00000156027.7, intron 2 of 4)	-intron (ENSMUST00000114723.8, intron 2 of 13)	3594	ENSMUST00000193601.1	ENSMUSG00000104034	ENSMUST00000193601			2900092N22Rik			
chr3-21	chr3	14641370	14642194	+	14643700	NA	promoter-TSS (ENSMUST00000029071.8)	-promoter-TSS (ENSMUST00000029071.8)	55	ENSMUST00000029071.8	ENSMUSG00000027555	ENSMUST00000029071			Car13			
chr3-20	chr3	14641370	14642194	+	14643700	NA	promoter-TSS (ENSMUST00000029071.8)	-promoter-TSS (ENSMUST00000029071.8)	55	ENSMUST00000029071.8	ENSMUSG00000027555	ENSMUST00000029071			Car13			
chr3-22	chr3	14641370	14642194	+	14643700	NA	promoter-TSS (ENSMUST00000029071.8)	-promoter-TSS (ENSMUST00000029071.8)	55	ENSMUST00000029071.8	ENSMUSG00000027555	ENSMUST00000029071			Car13			
chr9-42	chr9	14614254	14615253	+	14615937	NA	promoter-TSS (ENSMUST00000162802.1)	-promoter-TSS (ENSMUST00000162802.1)	-167	ENSMUST00000162802.1	ENSMUSG00000013076	ENSMUST00000160770			Amotl1			
chr9-41	chr9	14614254	14615253	+	14615937	NA	promoter-TSS (ENSMUST00000162802.1)	-promoter-TSS (ENSMUST00000162802.1)	-167	ENSMUST00000162802.1	ENSMUSG00000013076	ENSMUST00000160770			Amotl1			
chr10-29	chr10	14460376	14460856	+	14462679	NA	intron (ENSMUST00000208429.1, intron 4 of 24)	-intron (ENSMUST00000041168.5, intron 4 of 24)	-62462	ENSMUST00000096020.6	ENSMUSG00000071532	ENSMUST00000096020			Gm10335			
chr10-31	chr10	14463900	14464690	+	14462679	NA	intron (ENSMUST00000208429.1, intron 4 of 24)	-intron (ENSMUST00000041168.5, intron 4 of 24)	-58783	ENSMUST00000096020.6	ENSMUSG00000071532	ENSMUST00000096020			Gm10335			
chr10-30	chr10	14460376	14460856	+	14462679	NA	intron (ENSMUST00000208429.1, intron 4 of 24)	-intron (ENSMUST00000041168.5, intron 4 of 24)	-62462	ENSMUST00000096020.6	ENSMUSG00000071532	ENSMUST00000096020			Gm10335			
chr9-39	chr9	14246156	14246939	+	14246907	NA	Intergenic	Intergenic	-28520	ENSMUST00000209187.1	ENSMUSG00000032009	ENSMUST00000208142			Sesn3			
chr9-40	chr9	14246156	14246939	+	14246907	NA	Intergenic	Intergenic	-28520	ENSMUST00000209187.1	ENSMUSG00000032009	ENSMUST00000208142			Sesn3			
chr10-28	chr10	14188987	14189559	+	14189651	NA	Intergenic	Intergenic	-34827	ENSMUST00000189331.1	ENSMUSG00000101014	ENSMUST00000189331			Gm28289			
chr14-10	chr14	14098591	14098954	+	14098762	NA	intron (ENSMUST00000022257.2, intron 10 of 11)	-intron (ENSMUST00000022257.2, intron 10 of 11)	17778	ENSMUST00000153237.1	ENSMUSG00000021737	ENSMUST00000153237			Psmd6			
chr2-34	chr2	14073398	14074688	+	14074233	NA	promoter-TSS (ENSMUST00000028050.13)	-promoter-TSS (ENSMUST00000028050.13)	-55	ENSMUST00000102960.10	ENSMUSG00000026718	ENSMUST00000102960			Stam			
chr2-32	chr2	14073398	14074688	+	14074233	NA	promoter-TSS (ENSMUST00000028050.13)	-promoter-TSS (ENSMUST00000028050.13)	-55	ENSMUST00000102960.10	ENSMUSG00000026718	ENSMUST00000102960			Stam			
chr2-33	chr2	14073398	14074688	+	14074233	NA	promoter-TSS (ENSMUST00000028050.13)	-promoter-TSS (ENSMUST00000028050.13)	-55	ENSMUST00000102960.10	ENSMUSG00000026718	ENSMUST00000102960			Stam			
chr2-35	chr2	14073398	14074688	+	14074233	NA	promoter-TSS (ENSMUST00000028050.13)	-promoter-TSS (ENSMUST00000028050.13)	-55	ENSMUST00000102960.10	ENSMUSG00000026718	ENSMUST00000102960			Stam			
chr13-25	chr13	14062968	14064153	+	14065344	NA	promoter-TSS (ENSMUST00000039538.14)	-promoter-TSS (ENSMUST00000039538.14)	-159	ENSMUST00000170957.1	ENSMUSG00000021302	ENSMUST00000170957			Ggps1			
chr13-23	chr13	14062968	14064153	+	14065344	NA	promoter-TSS (ENSMUST00000039538.14)	-promoter-TSS (ENSMUST00000039538.14)	-159	ENSMUST00000170957.1	ENSMUSG00000021302	ENSMUST00000170957			Ggps1			
chr13-24	chr13	14062968	14064153	+	14065344	NA	promoter-TSS (ENSMUST00000039538.14)	-promoter-TSS (ENSMUST00000039538.14)	-159	ENSMUST00000170957.1	ENSMUSG00000021302	ENSMUST00000170957			Ggps1			
chr14-9	chr14	14061569	14062022	+	14059577	NA	intron (ENSMUST00000022257.2, intron 4 of 11)	-intron (ENSMUST00000022257.2, intron 4 of 11)	49304	ENSMUST00000022257.2	ENSMUSG00000021738	ENSMUST00000022257			Atxn7			
chr1-10	chr1	14001423	14002235	+	14002601	NA	Intergenic	Intergenic	69451	ENSMUST00000158733.1	ENSMUSG00000089358	ENSMUST00000158733			Gm25491			
chr1-11	chr1	14001423	14002235	+	14002601	NA	Intergenic	Intergenic	69451	ENSMUST00000158733.1	ENSMUSG00000089358	ENSMUST00000158733			Gm25491			
chr1-9	chr1	14001423	14002235	+	14002601	NA	Intergenic	Intergenic	69451	ENSMUST00000158733.1	ENSMUSG00000089358	ENSMUST00000158733			Gm25491			
chr6-52	chr6	13871075	13871882	+	13871521	NA	promoter-TSS (ENSMUST00000139231.1)	-promoter-TSS (ENSMUST00000139231.1)	-12	ENSMUST00000155856.1	ENSMUSG00000052419	ENSMUST00000155856			2610001J05Rik			
chr6-50	chr6	13871075	13871882	+	13871521	NA	promoter-TSS (ENSMUST00000139231.1)	-promoter-TSS (ENSMUST00000139231.1)	-12	ENSMUST00000155856.1	ENSMUSG00000052419	ENSMUST00000155856			2610001J05Rik			
chr6-51	chr6	13871075	13871882	+	13871521	NA	promoter-TSS (ENSMUST00000139231.1)	-promoter-TSS (ENSMUST00000139231.1)	-12	ENSMUST00000155856.1	ENSMUSG00000052419	ENSMUST00000155856			2610001J05Rik			
chr9-37	chr9	13826366	13828073	+	13827096	NA	promoter-TSS (ENSMUST00000034398.11)	-promoter-TSS (ENSMUST00000034398.11)	-112	ENSMUST00000034398.11	ENSMUSG00000031922	ENSMUST00000124883			Cep57			
chr9-35	chr9	13826366	13828073	+	13827096	NA	promoter-TSS (ENSMUST00000034398.11)	-promoter-TSS (ENSMUST00000034398.11)	-112	ENSMUST00000034398.11	ENSMUSG00000031922	ENSMUST00000124883			Cep57			
chr9-38	chr9	13826366	13828073	+	13827096	NA	promoter-TSS (ENSMUST00000034398.11)	-promoter-TSS (ENSMUST00000034398.11)	-112	ENSMUST00000034398.11	ENSMUSG00000031922	ENSMUST00000124883			Cep57			
chr9-36	chr9	13826366	13828073	+	13827096	NA	promoter-TSS (ENSMUST00000034398.11)	-promoter-TSS (ENSMUST00000034398.11)	-112	ENSMUST00000034398.11	ENSMUSG00000031922	ENSMUST00000124883			Cep57			
chr8-41	chr8	13757517	13757972	+	13755888	NA	promoter-TSS (ENSMUST00000043962.8)	-promoter-TSS (ENSMUST00000043962.8)	67	ENSMUST00000134645.7	ENSMUSG00000038416	ENSMUST00000129872			Cdc16			
chr4-59	chr4	13742695	13743978	+	13743435	NA	promoter-TSS (ENSMUST00000006761.9)	-promoter-TSS (ENSMUST00000006761.9)	-100	ENSMUST00000006761.9	ENSMUSG00000006586	ENSMUST00000098257			Runx1t1			
chr4-58	chr4	13742695	13743978	+	13743435	NA	promoter-TSS (ENSMUST00000006761.9)	-promoter-TSS (ENSMUST00000006761.9)	-100	ENSMUST00000006761.9	ENSMUSG00000006586	ENSMUST00000098257			Runx1t1			
chr4-57	chr4	13742695	13743978	+	13743435	NA	promoter-TSS (ENSMUST00000006761.9)	-promoter-TSS (ENSMUST00000006761.9)	-100	ENSMUST00000006761.9	ENSMUSG00000006586	ENSMUST00000098257			Runx1t1			
chr17-30	chr17	13737337	13737860	+	13737016	NA	intron (ENSMUST00000148430.1, intron 1 of 2)	-intron (ENSMUST00000053376.11, intron 1 of 3)	-4700	ENSMUST00000142863.1	ENSMUSG00000038347	ENSMUST00000135850			Tcte2			
chr17-32	chr17	13737931	13738493	+	13737016	NA	intron (ENSMUST00000148430.1, intron 1 of 2)	-intron (ENSMUST00000053376.11, intron 1 of 3)	-5314	ENSMUST00000142863.1	ENSMUSG00000038347	ENSMUST00000135850			Tcte2			
chr17-31	chr17	13737931	13738493	+	13737016	NA	intron (ENSMUST00000148430.1, intron 1 of 2)	-intron (ENSMUST00000053376.11, intron 1 of 3)	-5314	ENSMUST00000142863.1	ENSMUSG00000038347	ENSMUST00000135850			Tcte2			
chr17-27	chr17	13721103	13722204	+	13721215	NA	intron (ENSMUST00000148430.1, intron 2 of 2)	-intron (ENSMUST00000053376.11, intron 2 of 3)	11245	ENSMUST00000142863.1	ENSMUSG00000038347	ENSMUST00000135850			Tcte2			
chr17-29	chr17	13722369	13722760	+	13721215	NA	exon (ENSMUST00000127032.7, exon 3 of 4)	-exon (ENSMUST00000127032.7, exon 3 of 4)	10334	ENSMUST00000142863.1	ENSMUSG00000038347	ENSMUST00000135850			Tcte2			
chr17-26	chr17	13721103	13722204	+	13721215	NA	intron (ENSMUST00000148430.1, intron 2 of 2)	-intron (ENSMUST00000053376.11, intron 2 of 3)	11245	ENSMUST00000142863.1	ENSMUSG00000038347	ENSMUST00000135850			Tcte2			
chr17-28	chr17	13721103	13722204	+	13721215	NA	intron (ENSMUST00000148430.1, intron 2 of 2)	-intron (ENSMUST00000053376.11, intron 2 of 3)	11245	ENSMUST00000142863.1	ENSMUSG00000038347	ENSMUST00000135850			Tcte2			
